Sentence,Intent
How many units of Tp link tl pe 160s poe injector were purchased?,Purchased Quantity
Can you tell me the purchased amount of Tp link tl pe 160s poe injector?,Purchased Quantity
What’s the quantity purchased for Tp link tl pe 160s poe injector?,Purchased Quantity
How much Tp link tl pe 160s poe injector was bought?,Purchased Quantity
Give me the purchased quantity for Tp link tl pe 160s poe injector.,Purchased Quantity
How many Tp link tl pe 160s poe injector units were acquired?,Purchased Quantity
What quantity of Tp link tl pe 160s poe injector has been purchased?,Purchased Quantity
What was the purchased quantity for Tp link tl pe 160s poe injector?,Purchased Quantity
Could you provide the quantity of Tp link tl pe 160s poe injector purchased?,Purchased Quantity
How many Tp link tl pe 160s poe injector did we buy?,Purchased Quantity
What is the amount of Tp link tl pe 160s poe injector purchased?,Purchased Quantity
How much of Tp link tl pe 160s poe injector was ordered?,Purchased Quantity
What’s the total purchased quantity of Tp link tl pe 160s poe injector?,Purchased Quantity
How many Tp link tl pe 160s poe injector items were purchased?,Purchased Quantity
Can you give me the quantity bought for Tp link tl pe 160s poe injector?,Purchased Quantity
What’s the number of Tp link tl pe 160s poe injector purchased?,Purchased Quantity
How much stock of Tp link tl pe 160s poe injector was bought?,Purchased Quantity
Tell me the quantity purchased for Tp link tl pe 160s poe injector.,Purchased Quantity
How many units of Tp link tl pe 160s poe injector were ordered?,Purchased Quantity
What is the total quantity purchased for Tp link tl pe 160s poe injector?,Purchased Quantity
Can you list the purchased quantity for Tp link tl pe 160s poe injector?,Purchased Quantity
How much Tp link tl pe 160s poe injector stock was acquired?,Purchased Quantity
What was the ordered quantity for Tp link tl pe 160s poe injector?,Purchased Quantity
How many pieces of Tp link tl pe 160s poe injector did we buy?,Purchased Quantity
What quantity of Tp link tl pe 160s poe injector was ordered?,Purchased Quantity
How much of Tp link tl pe 160s poe injector has been bought?,Purchased Quantity
How many Tp link tl pe 160s poe injector units were ordered?,Purchased Quantity
What is the purchased quantity of Dlink cable box cat6 305 meters?,Purchased Quantity
How many units of Dlink cable box cat6 305 meters were purchased?,Purchased Quantity
Can you tell me the purchased amount of Dlink cable box cat6 305 meters?,Purchased Quantity
What’s the quantity purchased for Dlink cable box cat6 305 meters?,Purchased Quantity
How much Dlink cable box cat6 305 meters was bought?,Purchased Quantity
Give me the purchased quantity for Dlink cable box cat6 305 meters.,Purchased Quantity
How many Dlink cable box cat6 305 meters units were acquired?,Purchased Quantity
What quantity of Dlink cable box cat6 305 meters has been purchased?,Purchased Quantity
What was the purchased quantity for Dlink cable box cat6 305 meters?,Purchased Quantity
Could you provide the quantity of Dlink cable box cat6 305 meters purchased?,Purchased Quantity
How many Dlink cable box cat6 305 meters did we buy?,Purchased Quantity
What is the amount of Dlink cable box cat6 305 meters purchased?,Purchased Quantity
How much of Dlink cable box cat6 305 meters was ordered?,Purchased Quantity
What’s the total purchased quantity of Dlink cable box cat6 305 meters?,Purchased Quantity
How many Dlink cable box cat6 305 meters items were purchased?,Purchased Quantity
Can you give me the quantity bought for Dlink cable box cat6 305 meters?,Purchased Quantity
What’s the number of Dlink cable box cat6 305 meters purchased?,Purchased Quantity
How much stock of Dlink cable box cat6 305 meters was bought?,Purchased Quantity
Tell me the quantity purchased for Dlink cable box cat6 305 meters.,Purchased Quantity
How many units of Dlink cable box cat6 305 meters were ordered?,Purchased Quantity
What is the total quantity purchased for Dlink cable box cat6 305 meters?,Purchased Quantity
Can you list the purchased quantity for Dlink cable box cat6 305 meters?,Purchased Quantity
How much Dlink cable box cat6 305 meters stock was acquired?,Purchased Quantity
What was the ordered quantity for Dlink cable box cat6 305 meters?,Purchased Quantity
How many pieces of Dlink cable box cat6 305 meters did we buy?,Purchased Quantity
What quantity of Dlink cable box cat6 305 meters was ordered?,Purchased Quantity
How much of Dlink cable box cat6 305 meters has been bought?,Purchased Quantity
How many Dlink cable box cat6 305 meters units were ordered?,Purchased Quantity
What is the purchased quantity of Jntu biometric devices repairs?,Purchased Quantity
How many units of Jntu biometric devices repairs were purchased?,Purchased Quantity
Can you tell me the purchased amount of Jntu biometric devices repairs?,Purchased Quantity
What’s the quantity purchased for Jntu biometric devices repairs?,Purchased Quantity
How much Jntu biometric devices repairs was bought?,Purchased Quantity
Give me the purchased quantity for Jntu biometric devices repairs.,Purchased Quantity
How many Jntu biometric devices repairs units were acquired?,Purchased Quantity
What quantity of Jntu biometric devices repairs has been purchased?,Purchased Quantity
What was the purchased quantity for Jntu biometric devices repairs?,Purchased Quantity
Could you provide the quantity of Jntu biometric devices repairs purchased?,Purchased Quantity
How many Jntu biometric devices repairs did we buy?,Purchased Quantity
What is the amount of Jntu biometric devices repairs purchased?,Purchased Quantity
How much of Jntu biometric devices repairs was ordered?,Purchased Quantity
What’s the total purchased quantity of Jntu biometric devices repairs?,Purchased Quantity
How many Jntu biometric devices repairs items were purchased?,Purchased Quantity
Can you give me the quantity bought for Jntu biometric devices repairs?,Purchased Quantity
What’s the number of Jntu biometric devices repairs purchased?,Purchased Quantity
How much stock of Jntu biometric devices repairs was bought?,Purchased Quantity
Tell me the quantity purchased for Jntu biometric devices repairs.,Purchased Quantity
How many units of Jntu biometric devices repairs were ordered?,Purchased Quantity
What is the total quantity purchased for Jntu biometric devices repairs?,Purchased Quantity
Can you list the purchased quantity for Jntu biometric devices repairs?,Purchased Quantity
How much Jntu biometric devices repairs stock was acquired?,Purchased Quantity
What was the ordered quantity for Jntu biometric devices repairs?,Purchased Quantity
How many pieces of Jntu biometric devices repairs did we buy?,Purchased Quantity
What quantity of Jntu biometric devices repairs was ordered?,Purchased Quantity
How much of Jntu biometric devices repairs has been bought?,Purchased Quantity
How many Jntu biometric devices repairs units were ordered?,Purchased Quantity
What is the purchased quantity of 1 inc pvc casing and caping?,Purchased Quantity
How many units of 1 inc pvc casing and caping were purchased?,Purchased Quantity
Can you tell me the purchased amount of 1 inc pvc casing and caping?,Purchased Quantity
What’s the quantity purchased for 1 inc pvc casing and caping?,Purchased Quantity
How much 1 inc pvc casing and caping was bought?,Purchased Quantity
Give me the purchased quantity for 1 inc pvc casing and caping.,Purchased Quantity
How many 1 inc pvc casing and caping units were acquired?,Purchased Quantity
What quantity of 1 inc pvc casing and caping has been purchased?,Purchased Quantity
What was the purchased quantity for 1 inc pvc casing and caping?,Purchased Quantity
Could you provide the quantity of 1 inc pvc casing and caping purchased?,Purchased Quantity
How many 1 inc pvc casing and caping did we buy?,Purchased Quantity
What is the amount of 1 inc pvc casing and caping purchased?,Purchased Quantity
How much of 1 inc pvc casing and caping was ordered?,Purchased Quantity
What’s the total purchased quantity of 1 inc pvc casing and caping?,Purchased Quantity
How many 1 inc pvc casing and caping items were purchased?,Purchased Quantity
Can you give me the quantity bought for 1 inc pvc casing and caping?,Purchased Quantity
What’s the number of 1 inc pvc casing and caping purchased?,Purchased Quantity
How much stock of 1 inc pvc casing and caping was bought?,Purchased Quantity
Tell me the quantity purchased for 1 inc pvc casing and caping.,Purchased Quantity
How many units of 1 inc pvc casing and caping were ordered?,Purchased Quantity
What is the total quantity purchased for 1 inc pvc casing and caping?,Purchased Quantity
Can you list the purchased quantity for 1 inc pvc casing and caping?,Purchased Quantity
How much 1 inc pvc casing and caping stock was acquired?,Purchased Quantity
What was the ordered quantity for 1 inc pvc casing and caping?,Purchased Quantity
How many pieces of 1 inc pvc casing and caping did we buy?,Purchased Quantity
What quantity of 1 inc pvc casing and caping was ordered?,Purchased Quantity
How much of 1 inc pvc casing and caping has been bought?,Purchased Quantity
How many 1 inc pvc casing and caping units were ordered?,Purchased Quantity
What is the purchased quantity of 1 inch pvc pipes?,Purchased Quantity
How many units of 1 inch pvc pipes were purchased?,Purchased Quantity
Can you tell me the purchased amount of 1 inch pvc pipes?,Purchased Quantity
What’s the quantity purchased for 1 inch pvc pipes?,Purchased Quantity
How much 1 inch pvc pipes was bought?,Purchased Quantity
Give me the purchased quantity for 1 inch pvc pipes.,Purchased Quantity
How many 1 inch pvc pipes units were acquired?,Purchased Quantity
What quantity of 1 inch pvc pipes has been purchased?,Purchased Quantity
What was the purchased quantity for 1 inch pvc pipes?,Purchased Quantity
Could you provide the quantity of 1 inch pvc pipes purchased?,Purchased Quantity
How many 1 inch pvc pipes did we buy?,Purchased Quantity
What is the amount of 1 inch pvc pipes purchased?,Purchased Quantity
How much of 1 inch pvc pipes was ordered?,Purchased Quantity
What’s the total purchased quantity of 1 inch pvc pipes?,Purchased Quantity
How many 1 inch pvc pipes items were purchased?,Purchased Quantity
Can you give me the quantity bought for 1 inch pvc pipes?,Purchased Quantity
What’s the number of 1 inch pvc pipes purchased?,Purchased Quantity
How much stock of 1 inch pvc pipes was bought?,Purchased Quantity
Tell me the quantity purchased for 1 inch pvc pipes.,Purchased Quantity
How many units of 1 inch pvc pipes were ordered?,Purchased Quantity
What is the total quantity purchased for 1 inch pvc pipes?,Purchased Quantity
Can you list the purchased quantity for 1 inch pvc pipes?,Purchased Quantity
